lat_deg,lat_min,long_deg,long_min,bearing,speed
42,16.522799999999734,-83,-43.77590000000055,287.04,0.11
42,16.52300000000014,-83,-43.775799999999435,342.43,0.57
42,16.522399999999834,-83,-43.775400000000445,343.34,0.57
42,16.52099999999973,-83,-43.774499999999534,149.44,0.28
42,16.519599999999627,-83,-43.77390000000014,349.75,0.91
42,16.521300000000338,-83,-43.77529999999933,344.38,3.16
42,16.52430000000004,-83,-43.776599999999235,346.06,1.3
42,16.524599999999737,-83,-43.776599999999235,135.97,0.23
42,16.524000000000342,-83,-43.77640000000065,350.96,0.56
42,16.524900000000343,-83,-43.77729999999974,350.49,0.07
42,16.524900000000343,-83,-43.77740000000085,346.74,0.14
42,16.52509999999984,-83,-43.777899999999136,356.43,0.08
42,16.524900000000343,-83,-43.779599999999846,162.8,1.3
42,16.52480000000014,-83,-43.78050000000076,325.56,0.27
42,16.52509999999984,-83,-43.781300000000556,330.24,0.22
42,16.523600000000442,-83,-43.78009999999995,154.35,0.37
42,16.52310000000034,-83,-43.78069999999934,340.81,0.34
42,16.523299999999836,-83,-43.78089999999975,347.66,0.14
42,16.522899999999936,-83,-43.77969999999914,88.18,0.63
42,16.523199999999633,-83,-43.77950000000055,337.21,0.09
42,16.522399999999834,-83,-43.778700000000754,110.24,0.18
42,16.521600000000035,-83,-43.777099999999336,113.89,0.3
42,16.521700000000237,-83,-43.77720000000045,121.66,0.21
42,16.521300000000338,-83,-43.776599999999235,26.13,0.08
42,16.52139999999963,-83,-43.77629999999954,15.78,0.08
42,16.521099999999933,-83,-43.77599999999984,126.2,0.05
42,16.520300000000134,-83,-43.77560000000085,28.78,0.07
42,16.519599999999627,-83,-43.77520000000004,158.14,0.6
42,16.519000000000233,-83,-43.774999999999636,339.96,0.87
42,16.517899999999827,-83,-43.77310000000034,350.21,1.19
42,16.517399999999725,-83,-43.77299999999923,4.83,0.29
42,16.51640000000043,-83,-43.77169999999933,153.4,1.23
42,16.516200000000026,-83,-43.77139999999963,144.01,0.38
42,16.515699999999924,-83,-43.77150000000074,158.84,2.5
42,16.511199999999917,-83,-43.77000000000044,159.83,2.99
42,16.51000000000022,-83,-43.76980000000003,303.66,0.03
42,16.514900000000125,-83,-43.77169999999933,341.65,2.92
42,16.521499999999833,-83,-43.773300000000745,80.93,0.13
42,16.524599999999737,-83,-43.774100000000544,347.23,1.57
42,16.52300000000014,-83,-43.77349999999933,79.43,0.14
42,16.52059999999983,-83,-43.77310000000034,158.89,0.73
42,16.519800000000032,-83,-43.77340000000004,337.26,0.08
42,16.51969999999983,-83,-43.773300000000745,155.59,0.58
42,16.519400000000132,-83,-43.77340000000004,322.34,0.23
42,16.52019999999993,-83,-43.774100000000544,332.03,0.63
42,16.52099999999973,-83,-43.77479999999923,324.04,0.47
42,16.521099999999933,-83,-43.77510000000075,338.46,1.68
42,16.521200000000135,-83,-43.775400000000445,337.2,1.28
42,16.52270000000044,-83,-43.77690000000075,253.18,0.07
42,16.521700000000237,-83,-43.77599999999984,343.28,0.34
42,16.52310000000034,-83,-43.77729999999974,247.9,0.54
