nav_state,nav_state_name,completed_wps,missed_wps,total_wps,found_tbs,total_tbs
0,Off,0,0,0,0,0
0,Off,0,0,0,0,0
nav_state,nav_state_name,completed_wps,missed_wps,total_wps,found_tbs,total_tbs
0,Off,0,0,0,0,0
0,Off,0,0,0,0,0
nav_state,nav_state_name,completed_wps,missed_wps,total_wps,found_tbs,total_tbs
0,Off,0,0,0,0,0
0,Off,0,0,0,0,0
